order_id,customer_id,order_date,order_status,payment_method,total_amount
ORD007067,CUST03032,2025-06-29,completed,COD,6297
ORD007068,CUST03032,2025-05-18,completed,NetBanking,2498
ORD007069,CUST03033,2025-10-08,completed,COD,1799
ORD007070,CUST03034,2026-03-24,completed,NetBanking,6998
ORD007071,CUST03035,2025-05-01,completed,COD,899
ORD007072,CUST03036,2025-08-01,completed,NetBanking,4997
ORD007073,CUST03037,2026-04-24,completed,UPI,2999
ORD007074,CUST03037,2026-07-12,completed,UPI,4997
ORD007075,CUST03037,2026-02-21,completed,NetBanking,999
ORD007076,CUST03037,2026-04-17,completed,NetBanking,2998
ORD007077,CUST03037,2025-12-08,completed,NetBanking,2197
ORD007078,CUST03037,2026-07-09,completed,NetBanking,4297
ORD007079,CUST03038,2025-06-09,completed,NetBanking,5297
ORD007080,CUST03038,2025-03-31,completed,COD,7497
ORD007081,CUST03039,2025-11-20,completed,Card,1499
ORD007082,CUST03039,2026-05-20,completed,UPI,3098
ORD007083,CUST03040,2025-08-18,completed,UPI,899
ORD007084,CUST03041,2025-08-12,completed,UPI,2999
ORD007085,CUST03042,2026-05-18,completed,UPI,2499
ORD007086,CUST03042,2025-10-20,completed,NetBanking,1799
ORD007087,CUST03042,2025-08-01,completed,UPI,3498
ORD007088,CUST03042,2025-07-24,completed,NetBanking,3197
ORD007089,CUST03042,2026-04-07,completed,Card,3698
ORD007090,CUST03044,2026-04-05,completed,UPI,8797
ORD007091,CUST03045,2025-06-28,completed,UPI,4997
ORD007092,CUST03046,2026-02-27,completed,NetBanking,1499
ORD007093,CUST03046,2026-08-01,completed,Card,3798
ORD007094,CUST03046,2026-01-29,completed,COD,8497
ORD007095,CUST03046,2026-02-22,completed,NetBanking,499
ORD007096,CUST03046,2025-05-30,completed,COD,4797
ORD007097,CUST03046,2026-06-23,completed,Card,1299
ORD007098,CUST03046,2026-03-23,completed,UPI,5197
ORD007099,CUST03047,2026-07-23,completed,COD,7797
ORD007100,CUST03047,2026-06-18,completed,COD,3798
ORD007101,CUST03047,2026-04-12,completed,UPI,1198
ORD007102,CUST03048,2025-08-17,completed,COD,4197
ORD007103,CUST03048,2026-04-30,completed,NetBanking,6498
ORD007104,CUST03049,2025-10-19,completed,UPI,3198
ORD007105,CUST03049,2026-05-21,completed,COD,3999
ORD007106,CUST03049,2026-01-22,completed,UPI,2798
ORD007107,CUST03049,2025-08-18,completed,COD,899
ORD007108,CUST03049,2025-07-21,completed,NetBanking,1198
ORD007109,CUST03049,2025-05-29,completed,Card,699
ORD007110,CUST03049,2026-01-30,completed,UPI,499
ORD007111,CUST03049,2026-06-29,completed,NetBanking,2798
ORD007112,CUST03050,2025-09-13,completed,Card,3198
ORD007113,CUST03050,2025-10-05,completed,NetBanking,3898
ORD007114,CUST03051,2025-03-14,completed,NetBanking,4498
ORD007115,CUST03051,2026-05-05,completed,Card,6997
ORD007116,CUST03051,2025-08-05,completed,Card,2998
ORD007117,CUST03051,2026-04-27,completed,NetBanking,2798
ORD007118,CUST03051,2026-01-31,completed,UPI,4697
ORD007119,CUST03051,2025-03-05,completed,Card,4898
ORD007120,CUST03052,2025-04-05,completed,NetBanking,7797
ORD007121,CUST03053,2026-03-16,completed,COD,3897
ORD007122,CUST03054,2025-03-10,completed,Card,3398
ORD007123,CUST03055,2025-06-05,completed,Card,999
ORD007124,CUST03055,2025-06-11,completed,NetBanking,4798
ORD007125,CUST03055,2025-11-12,completed,NetBanking,2499
ORD007126,CUST03055,2025-12-22,completed,UPI,2499
ORD007127,CUST03055,2025-07-14,completed,UPI,2999
ORD007128,CUST03055,2026-07-04,completed,COD,3998
ORD007129,CUST03055,2025-05-26,completed,COD,3999
ORD007130,CUST03055,2025-06-08,completed,Card,2499
ORD007131,CUST03057,2026-05-10,cancelled,COD,3998
ORD007132,CUST03058,2025-03-06,completed,NetBanking,2499
ORD007133,CUST03058,2025-03-10,completed,NetBanking,6297
ORD007134,CUST03058,2026-02-13,completed,COD,7797
ORD007135,CUST03058,2026-07-06,completed,UPI,3597
ORD007136,CUST03058,2025-09-14,completed,COD,2499
ORD007137,CUST03059,2025-04-17,completed,UPI,2499
ORD007138,CUST03060,2026-03-20,completed,Card,2499
ORD007139,CUST03060,2025-11-15,completed,COD,3398
ORD007140,CUST03060,2026-08-01,completed,COD,1798
ORD007141,CUST03063,2025-04-14,completed,NetBanking,999
ORD007142,CUST03063,2026-07-17,completed,UPI,999
ORD007143,CUST03064,2026-02-08,completed,Card,1799
ORD007144,CUST03066,2025-10-23,completed,Card,1299
ORD007145,CUST03066,2025-05-23,completed,COD,999
ORD007146,CUST03067,2026-07-05,completed,Card,3097
ORD007147,CUST03067,2025-09-07,completed,UPI,3398
ORD007148,CUST03067,2025-07-19,completed,Card,2999
ORD007149,CUST03068,2026-02-25,completed,NetBanking,1598
ORD007150,CUST03068,2026-05-15,completed,NetBanking,1799
ORD007151,CUST03069,2025-10-19,completed,COD,2999
ORD007152,CUST03070,2025-06-27,completed,COD,3697
ORD007153,CUST03070,2025-07-28,completed,Card,4498
ORD007154,CUST03072,2025-12-22,completed,UPI,2498
ORD007155,CUST03072,2025-06-04,completed,UPI,1799
ORD007156,CUST03072,2025-09-26,completed,NetBanking,999
ORD007157,CUST03072,2026-03-31,completed,UPI,5498
ORD007158,CUST03072,2025-12-10,completed,NetBanking,1798
ORD007159,CUST03072,2025-04-25,completed,Card,4498
ORD007160,CUST03073,2025-08-22,returned,UPI,3698
ORD007161,CUST03073,2026-03-16,completed,Card,4898
ORD007162,CUST03073,2026-02-13,completed,Card,3999
ORD007163,CUST03073,2026-07-17,completed,NetBanking,3999
ORD007164,CUST03073,2026-04-03,completed,COD,899
ORD007165,CUST03073,2026-05-20,completed,COD,2499
ORD007166,CUST03074,2025-11-16,completed,Card,5497
ORD007167,CUST03074,2025-09-11,completed,Card,3999
ORD007168,CUST03074,2026-04-07,completed,Card,6797
ORD007169,CUST03074,2025-03-05,completed,COD,1998
ORD007170,CUST03075,2026-03-03,completed,UPI,6397
ORD007171,CUST03075,2025-11-28,completed,Card,3697
ORD007172,CUST03075,2025-03-28,completed,COD,3098
ORD007173,CUST03075,2025-09-22,completed,COD,4798
ORD007174,CUST03075,2026-02-25,completed,Card,3998
ORD007175,CUST03075,2026-06-04,completed,COD,1698
ORD007176,CUST03076,2026-06-04,completed,NetBanking,5397
ORD007177,CUST03077,2025-05-13,completed,NetBanking,4698
ORD007178,CUST03077,2025-06-24,completed,COD,3798
ORD007179,CUST03077,2025-10-12,completed,Card,5498
ORD007180,CUST03077,2025-04-11,completed,UPI,4097
ORD007181,CUST03077,2026-01-20,completed,Card,3198
ORD007182,CUST03078,2025-10-02,completed,NetBanking,2498
ORD007183,CUST03079,2025-09-09,completed,UPI,2499
ORD007184,CUST03079,2026-06-20,completed,Card,4298
ORD007185,CUST03079,2026-03-19,completed,COD,3498
ORD007186,CUST03079,2025-12-27,completed,NetBanking,5298
ORD007187,CUST03079,2026-08-06,completed,UPI,2499
ORD007188,CUST03080,2026-08-07,completed,UPI,5697
ORD007189,CUST03080,2026-04-15,completed,Card,2198
ORD007190,CUST03080,2025-04-02,completed,UPI,1799
ORD007191,CUST03081,2025-11-15,completed,NetBanking,2499
ORD007192,CUST03081,2025-10-03,completed,COD,1799
ORD007193,CUST03081,2025-09-08,completed,Card,3498
ORD007194,CUST03081,2026-08-10,returned,Card,5298
ORD007195,CUST03081,2025-10-23,completed,COD,4997
ORD007196,CUST03081,2026-07-05,completed,NetBanking,1998
ORD007197,CUST03081,2025-12-24,completed,NetBanking,5498
ORD007198,CUST03082,2026-06-26,completed,Card,3498
ORD007199,CUST03083,2026-07-15,completed,UPI,3998
ORD007200,CUST03084,2025-04-23,returned,COD,6797
ORD007201,CUST03084,2025-09-21,completed,COD,4298
ORD007202,CUST03085,2026-06-13,completed,UPI,1499
ORD007203,CUST03085,2025-03-20,completed,Card,2499
ORD007204,CUST03085,2026-06-20,completed,NetBanking,3999
ORD007205,CUST03085,2026-01-15,completed,NetBanking,1299
ORD007206,CUST03085,2025-04-18,completed,NetBanking,3398
ORD007207,CUST03085,2025-10-02,completed,NetBanking,2698
ORD007208,CUST03085,2026-06-09,completed,UPI,3798
ORD007209,CUST03085,2025-10-06,completed,UPI,2697
ORD007210,CUST03086,2026-05-14,completed,UPI,1799
ORD007211,CUST03087,2026-08-19,completed,Card,4797
ORD007212,CUST03087,2025-07-22,completed,Card,6697
ORD007213,CUST03087,2026-06-27,completed,UPI,2998
ORD007214,CUST03087,2026-01-13,completed,COD,3398
ORD007215,CUST03087,2026-06-13,completed,UPI,2499
ORD007216,CUST03087,2026-07-29,completed,COD,3999
ORD007217,CUST03087,2025-09-23,completed,UPI,2498
ORD007218,CUST03088,2025-07-25,completed,Card,4997
ORD007219,CUST03089,2026-01-10,completed,NetBanking,3397
ORD007220,CUST03091,2026-04-01,completed,COD,1499
ORD007221,CUST03094,2025-12-30,completed,COD,3398
ORD007222,CUST03095,2025-08-17,completed,UPI,8297
ORD007223,CUST03096,2026-07-17,completed,UPI,2499
ORD007224,CUST03096,2025-09-28,completed,NetBanking,5597
ORD007225,CUST03097,2026-06-26,completed,COD,3197
ORD007226,CUST03098,2026-04-27,completed,UPI,2498
ORD007227,CUST03099,2026-04-25,completed,Card,499
ORD007228,CUST03100,2026-07-10,completed,UPI,2999
ORD007229,CUST03101,2026-03-02,completed,UPI,7797
ORD007230,CUST03102,2026-01-28,completed,UPI,1598
ORD007231,CUST03103,2025-08-13,completed,Card,899
ORD007232,CUST03103,2025-03-05,completed,COD,1499
ORD007233,CUST03103,2025-06-12,completed,Card,4498
ORD007234,CUST03103,2025-11-25,returned,COD,499
ORD007235,CUST03104,2026-06-25,completed,Card,2499
ORD007236,CUST03106,2025-10-28,completed,COD,1398
ORD007237,CUST03106,2026-07-07,completed,COD,699
ORD007238,CUST03107,2025-07-07,completed,Card,2298
ORD007239,CUST03108,2025-09-24,completed,COD,4498
ORD007240,CUST03108,2025-09-12,completed,UPI,3999
ORD007241,CUST03108,2026-02-05,completed,NetBanking,2999
ORD007242,CUST03108,2025-10-02,completed,UPI,1799
ORD007243,CUST03108,2026-08-09,completed,COD,2997
ORD007244,CUST03109,2025-12-22,completed,NetBanking,1299
ORD007245,CUST03110,2026-04-22,completed,UPI,4797
ORD007246,CUST03110,2025-05-13,completed,UPI,2499
ORD007247,CUST03111,2025-10-16,completed,UPI,499
ORD007248,CUST03111,2025-08-08,completed,NetBanking,2498
ORD007249,CUST03112,2025-08-25,completed,NetBanking,3197
ORD007250,CUST03112,2025-08-01,completed,COD,2499
ORD007251,CUST03112,2026-08-06,completed,UPI,3498
ORD007252,CUST03113,2025-07-24,completed,Card,1898
ORD007253,CUST03114,2025-09-22,completed,COD,5197
ORD007254,CUST03114,2025-11-06,completed,NetBanking,4998
ORD007255,CUST03114,2026-08-14,cancelled,Card,4697
ORD007256,CUST03115,2025-07-09,completed,Card,3198
ORD007257,CUST03117,2025-06-19,completed,NetBanking,3498
ORD007258,CUST03117,2025-07-30,completed,UPI,4498
ORD007259,CUST03117,2025-07-24,completed,UPI,6498
ORD007260,CUST03120,2025-11-12,completed,Card,1998
ORD007261,CUST03120,2025-09-23,completed,COD,4498
ORD007262,CUST03121,2025-11-02,completed,NetBanking,6197
ORD007263,CUST03122,2026-06-25,completed,COD,1799
ORD007264,CUST03122,2026-08-04,completed,NetBanking,5797
ORD007265,CUST03122,2026-07-23,completed,COD,4898
ORD007266,CUST03122,2025-12-14,completed,UPI,2499
ORD007267,CUST03122,2025-05-23,completed,COD,5298
ORD007268,CUST03122,2026-05-01,completed,UPI,2499
ORD007269,CUST03123,2026-02-06,completed,Card,499
ORD007270,CUST03123,2025-06-15,completed,UPI,6797
ORD007271,CUST03124,2025-10-08,completed,Card,2499
ORD007272,CUST03124,2026-02-09,completed,COD,2798
ORD007273,CUST03124,2025-09-22,completed,COD,4897
ORD007274,CUST03124,2025-03-02,completed,NetBanking,3998
ORD007275,CUST03124,2025-07-26,completed,COD,2999
ORD007276,CUST03124,2026-05-04,completed,UPI,2298
ORD007277,CUST03124,2025-06-13,completed,NetBanking,5498
ORD007278,CUST03124,2025-07-15,completed,UPI,3098
ORD007279,CUST03125,2025-06-26,completed,NetBanking,2498
ORD007280,CUST03126,2026-01-19,completed,NetBanking,5298
ORD007281,CUST03126,2026-06-08,completed,UPI,5797
ORD007282,CUST03128,2026-07-25,completed,NetBanking,3798
ORD007283,CUST03128,2025-10-17,completed,Card,5298
ORD007284,CUST03128,2025-10-08,completed,UPI,5298
ORD007285,CUST03128,2025-08-06,completed,NetBanking,4997
ORD007286,CUST03128,2026-06-09,completed,Card,3697
ORD007287,CUST03129,2025-11-01,completed,NetBanking,3999
ORD007288,CUST03130,2025-08-23,completed,NetBanking,5498
ORD007289,CUST03131,2025-08-27,completed,UPI,499
ORD007290,CUST03131,2025-05-16,completed,UPI,2499
ORD007291,CUST03131,2026-07-20,completed,UPI,5397
ORD007292,CUST03132,2025-06-17,completed,Card,2798
ORD007293,CUST03132,2026-07-17,completed,Card,1799
ORD007294,CUST03132,2025-10-09,completed,UPI,1698
ORD007295,CUST03132,2025-08-04,returned,COD,1498
ORD007296,CUST03132,2026-06-06,cancelled,Card,2398
ORD007297,CUST03132,2026-08-15,completed,Card,699
ORD007298,CUST03134,2026-04-03,completed,Card,2998
ORD007299,CUST03135,2025-10-26,completed,NetBanking,1198
ORD007300,CUST03135,2025-11-22,completed,NetBanking,5498
ORD007301,CUST03135,2026-07-24,completed,UPI,3498
ORD007302,CUST03135,2026-04-03,completed,COD,5498
ORD007303,CUST03135,2025-10-01,completed,UPI,1998
ORD007304,CUST03136,2025-04-16,completed,NetBanking,3998
ORD007305,CUST03137,2026-03-14,completed,UPI,4298
ORD007306,CUST03138,2025-08-05,completed,COD,1499
ORD007307,CUST03138,2025-12-18,completed,COD,6498
ORD007308,CUST03139,2026-06-11,completed,COD,1299
ORD007309,CUST03139,2026-03-08,cancelled,Card,6498
ORD007310,CUST03140,2025-12-10,completed,COD,5997
ORD007311,CUST03141,2025-12-04,completed,COD,5997
ORD007312,CUST03141,2025-04-14,completed,UPI,5298
ORD007313,CUST03142,2025-07-03,completed,COD,999
ORD007314,CUST03142,2026-05-11,completed,COD,5297
ORD007315,CUST03142,2025-07-14,completed,UPI,2998
ORD007316,CUST03143,2026-05-31,cancelled,UPI,3897
ORD007317,CUST03144,2026-08-07,completed,UPI,3098
ORD007318,CUST03144,2026-03-01,completed,UPI,1799
ORD007319,CUST03144,2026-03-27,completed,NetBanking,4897
ORD007320,CUST03144,2025-09-22,completed,NetBanking,3698
ORD007321,CUST03144,2025-05-18,completed,NetBanking,1598
ORD007322,CUST03145,2026-02-20,completed,Card,1299
ORD007323,CUST03145,2025-05-11,completed,COD,2499
ORD007324,CUST03145,2025-11-19,completed,COD,6498
ORD007325,CUST03145,2025-08-31,completed,NetBanking,2499
ORD007326,CUST03147,2026-03-03,completed,COD,2698
ORD007327,CUST03147,2025-05-29,completed,COD,3198
ORD007328,CUST03147,2026-03-08,completed,Card,3997
ORD007329,CUST03147,2026-04-26,cancelled,Card,6998
ORD007330,CUST03149,2026-06-27,completed,Card,1798
ORD007331,CUST03149,2026-02-05,completed,COD,1498
ORD007332,CUST03149,2026-07-26,completed,COD,4997
ORD007333,CUST03150,2025-11-07,completed,NetBanking,1499
ORD007334,CUST03150,2026-08-01,returned,COD,2698
ORD007335,CUST03151,2025-08-13,completed,Card,2198
ORD007336,CUST03153,2026-01-22,completed,Card,4898
ORD007337,CUST03156,2026-07-19,completed,NetBanking,999
ORD007338,CUST03156,2025-09-25,completed,COD,1398
ORD007339,CUST03156,2026-08-07,completed,UPI,699
ORD007340,CUST03157,2025-11-28,completed,NetBanking,2499
ORD007341,CUST03157,2025-12-19,returned,Card,3897
ORD007342,CUST03157,2026-04-14,completed,COD,2198
ORD007343,CUST03158,2025-11-13,completed,COD,2398
ORD007344,CUST03158,2025-10-07,completed,UPI,2499
ORD007345,CUST03158,2026-04-05,completed,UPI,2499
ORD007346,CUST03158,2025-03-14,completed,Card,2499
ORD007347,CUST03158,2025-03-15,completed,NetBanking,4298
ORD007348,CUST03158,2025-03-30,returned,Card,999
ORD007349,CUST03158,2025-07-07,completed,COD,4298
ORD007350,CUST03159,2026-01-08,completed,COD,4998
ORD007351,CUST03160,2026-06-17,completed,UPI,899
ORD007352,CUST03161,2025-06-24,completed,COD,2398
ORD007353,CUST03161,2025-09-12,completed,UPI,4298
ORD007354,CUST03161,2025-09-11,completed,NetBanking,4298
ORD007355,CUST03161,2025-07-19,completed,COD,1499
ORD007356,CUST03161,2025-10-31,completed,NetBanking,6997
ORD007357,CUST03161,2025-06-26,completed,Card,999
ORD007358,CUST03161,2026-02-04,completed,COD,3198
ORD007359,CUST03161,2025-06-24,completed,NetBanking,1299
ORD007360,CUST03162,2026-02-07,completed,UPI,6197
ORD007361,CUST03163,2025-08-18,completed,UPI,899
ORD007362,CUST03163,2026-01-10,completed,NetBanking,4897
ORD007363,CUST03163,2025-08-26,completed,NetBanking,2998
ORD007364,CUST03163,2026-05-11,cancelled,COD,5197
ORD007365,CUST03164,2026-08-06,completed,COD,6797
ORD007366,CUST03164,2026-03-28,completed,UPI,6998
ORD007367,CUST03164,2026-01-13,completed,Card,8297
ORD007368,CUST03164,2025-10-30,completed,UPI,1499
ORD007369,CUST03165,2025-05-15,completed,UPI,6498
ORD007370,CUST03166,2025-09-16,completed,UPI,2499
ORD007371,CUST03166,2026-04-02,completed,NetBanking,2999
ORD007372,CUST03166,2025-07-14,completed,COD,3198
ORD007373,CUST03167,2026-04-19,completed,Card,2499
ORD007374,CUST03167,2026-03-11,completed,Card,1299
ORD007375,CUST03168,2026-07-02,completed,NetBanking,3198
ORD007376,CUST03169,2026-02-25,completed,NetBanking,4397
ORD007377,CUST03169,2025-08-11,completed,COD,4298
ORD007378,CUST03169,2026-02-21,completed,COD,3897
ORD007379,CUST03170,2025-10-22,completed,Card,5997
ORD007380,CUST03171,2025-08-01,completed,NetBanking,5497
ORD007381,CUST03171,2025-03-18,completed,UPI,3998
ORD007382,CUST03171,2026-07-08,completed,Card,8297
ORD007383,CUST03171,2025-08-17,completed,NetBanking,1299
ORD007384,CUST03171,2026-05-09,cancelled,UPI,2998
ORD007385,CUST03171,2026-03-24,completed,UPI,4298
ORD007386,CUST03171,2025-09-17,completed,UPI,2998
ORD007387,CUST03172,2025-12-12,completed,COD,3999
ORD007388,CUST03172,2026-06-26,completed,COD,2998
ORD007389,CUST03174,2025-11-15,completed,UPI,3998
ORD007390,CUST03174,2025-08-20,completed,Card,4798
ORD007391,CUST03175,2025-08-31,completed,Card,2499
ORD007392,CUST03175,2025-09-11,completed,UPI,2999
ORD007393,CUST03175,2025-05-22,completed,COD,2798
ORD007394,CUST03175,2025-12-23,completed,Card,2798
ORD007395,CUST03175,2025-09-08,completed,UPI,2999
ORD007396,CUST03176,2026-07-25,completed,COD,6998
ORD007397,CUST03176,2025-05-29,completed,NetBanking,2998
ORD007398,CUST03176,2026-07-26,completed,NetBanking,1799
ORD007399,CUST03177,2025-12-19,completed,COD,4898
ORD007400,CUST03177,2025-09-11,completed,Card,4797
ORD007401,CUST03178,2026-04-27,completed,Card,3999
ORD007402,CUST03178,2025-03-15,completed,Card,6197
ORD007403,CUST03178,2026-06-16,completed,UPI,1398
ORD007404,CUST03178,2025-06-24,completed,NetBanking,6498
ORD007405,CUST03178,2026-06-10,completed,NetBanking,3999
ORD007406,CUST03179,2026-04-20,completed,UPI,499
ORD007407,CUST03181,2026-05-04,completed,NetBanking,5498
ORD007408,CUST03182,2025-09-15,completed,COD,2499
ORD007409,CUST03182,2026-07-09,completed,NetBanking,5498
ORD007410,CUST03184,2025-03-08,completed,UPI,6498
ORD007411,CUST03185,2026-08-07,completed,NetBanking,2398
ORD007412,CUST03186,2025-05-07,completed,NetBanking,4497
ORD007413,CUST03186,2026-08-15,completed,Card,4297
ORD007414,CUST03186,2025-09-08,completed,UPI,1398
ORD007415,CUST03186,2025-12-25,completed,UPI,6998
ORD007416,CUST03186,2025-12-30,completed,Card,5797
ORD007417,CUST03187,2025-11-01,completed,COD,3798
ORD007418,CUST03188,2026-01-25,completed,COD,4798
ORD007419,CUST03189,2026-06-21,completed,Card,1198
ORD007420,CUST03190,2025-08-08,cancelled,Card,2499
ORD007421,CUST03192,2025-07-26,completed,Card,7297
ORD007422,CUST03192,2025-07-07,completed,NetBanking,3999
ORD007423,CUST03192,2025-05-20,completed,COD,4298
ORD007424,CUST03192,2026-08-10,completed,Card,3298
ORD007425,CUST03192,2026-03-24,completed,UPI,2499
ORD007426,CUST03192,2025-05-16,completed,Card,6997
ORD007427,CUST03193,2026-06-05,completed,Card,3697
ORD007428,CUST03195,2025-07-05,completed,COD,2298
ORD007429,CUST03195,2025-10-14,completed,UPI,8297
ORD007430,CUST03196,2026-06-12,completed,Card,1499
ORD007431,CUST03198,2025-08-03,cancelled,Card,2499
ORD007432,CUST03198,2025-11-05,completed,NetBanking,2499
ORD007433,CUST03199,2025-04-30,completed,Card,2499
ORD007434,CUST03199,2025-07-06,completed,UPI,2999
ORD007435,CUST03200,2025-08-17,completed,NetBanking,3398
ORD007436,CUST03201,2026-01-31,completed,NetBanking,1698
ORD007437,CUST03202,2025-08-19,completed,NetBanking,5498
ORD007438,CUST03202,2026-08-17,completed,NetBanking,4498
ORD007439,CUST03203,2025-04-05,completed,UPI,2499
ORD007440,CUST03203,2026-07-27,completed,UPI,3098
ORD007441,CUST03203,2025-03-10,completed,UPI,2298
ORD007442,CUST03203,2026-08-21,completed,NetBanking,3998
ORD007443,CUST03205,2026-02-22,completed,NetBanking,499
ORD007444,CUST03205,2025-08-21,returned,Card,1198
ORD007445,CUST03205,2026-01-22,completed,COD,5997
ORD007446,CUST03205,2025-05-09,completed,NetBanking,3697
ORD007447,CUST03205,2026-06-29,completed,NetBanking,999
ORD007448,CUST03206,2026-07-15,completed,NetBanking,3998
ORD007449,CUST03207,2026-08-08,completed,Card,5498
ORD007450,CUST03207,2026-05-29,completed,COD,4697
ORD007451,CUST03207,2026-02-17,completed,UPI,4298
ORD007452,CUST03207,2026-02-12,completed,COD,1299
ORD007453,CUST03208,2025-09-27,completed,NetBanking,6498
ORD007454,CUST03209,2026-01-11,completed,COD,1799
ORD007455,CUST03210,2025-10-21,completed,UPI,6498
ORD007456,CUST03210,2025-06-15,completed,UPI,3999
ORD007457,CUST03210,2026-03-06,completed,NetBanking,4497
ORD007458,CUST03211,2025-12-01,completed,Card,899
ORD007459,CUST03211,2025-05-31,completed,COD,3198
ORD007460,CUST03211,2025-07-12,completed,UPI,2498
ORD007461,CUST03211,2025-06-23,completed,UPI,4298
ORD007462,CUST03212,2025-07-16,completed,NetBanking,3998
ORD007463,CUST03212,2026-02-19,completed,UPI,2798
ORD007464,CUST03213,2026-05-18,cancelled,COD,6797
ORD007465,CUST03214,2026-02-16,completed,NetBanking,3999
ORD007466,CUST03214,2026-07-24,completed,COD,3397
ORD007467,CUST03214,2025-06-28,completed,COD,2499
ORD007468,CUST03214,2026-05-15,returned,NetBanking,2499
ORD007469,CUST03214,2026-07-13,completed,UPI,2499
ORD007470,CUST03215,2025-06-11,completed,COD,2798
ORD007471,CUST03216,2026-03-24,completed,COD,3998
ORD007472,CUST03216,2026-04-06,completed,COD,1799
ORD007473,CUST03216,2025-09-18,completed,UPI,1998
ORD007474,CUST03216,2025-08-10,completed,NetBanking,5798
ORD007475,CUST03216,2025-10-01,completed,NetBanking,2499
ORD007476,CUST03217,2026-08-07,completed,UPI,2897
ORD007477,CUST03217,2025-09-24,completed,NetBanking,999
ORD007478,CUST03217,2026-05-25,returned,Card,4298
ORD007479,CUST03217,2026-02-03,completed,COD,3997
ORD007480,CUST03217,2026-06-06,completed,COD,2198
ORD007481,CUST03217,2026-03-09,completed,COD,2999
ORD007482,CUST03217,2025-12-14,completed,Card,3798
ORD007483,CUST03218,2025-12-31,completed,NetBanking,3999
ORD007484,CUST03218,2025-07-20,completed,NetBanking,4798
ORD007485,CUST03218,2025-09-04,completed,NetBanking,2797
ORD007486,CUST03218,2026-05-08,completed,UPI,499
ORD007487,CUST03219,2025-11-30,completed,COD,4297
ORD007488,CUST03219,2026-07-03,completed,COD,3698
ORD007489,CUST03219,2025-11-08,completed,NetBanking,6197
ORD007490,CUST03220,2025-09-10,completed,NetBanking,3498
ORD007491,CUST03220,2025-05-29,completed,COD,3198
ORD007492,CUST03221,2026-04-02,completed,NetBanking,2499
ORD007493,CUST03222,2025-03-14,completed,Card,699
ORD007494,CUST03223,2026-04-16,returned,Card,3997
ORD007495,CUST03224,2026-03-06,completed,NetBanking,4797
ORD007496,CUST03225,2025-04-27,completed,COD,1998
ORD007497,CUST03225,2026-05-09,completed,COD,2999
ORD007498,CUST03227,2026-04-18,completed,NetBanking,2798
ORD007499,CUST03227,2025-09-29,completed,UPI,3698
ORD007500,CUST03227,2025-03-24,completed,NetBanking,3098
ORD007501,CUST03227,2025-07-04,completed,NetBanking,7997
ORD007502,CUST03228,2025-03-18,completed,UPI,2998
ORD007503,CUST03229,2026-05-17,completed,COD,1998
ORD007504,CUST03229,2025-06-16,completed,Card,4998
ORD007505,CUST03230,2026-04-11,completed,UPI,3797
ORD007506,CUST03232,2025-08-07,completed,UPI,4797
ORD007507,CUST03234,2025-07-09,completed,UPI,3197
ORD007508,CUST03234,2026-05-19,completed,UPI,5797
ORD007509,CUST03234,2025-06-27,completed,Card,5797
ORD007510,CUST03234,2025-08-12,completed,COD,5798
ORD007511,CUST03237,2026-07-05,completed,Card,2499
ORD007512,CUST03237,2026-08-06,completed,NetBanking,1798
ORD007513,CUST03237,2026-07-20,completed,Card,2798
ORD007514,CUST03237,2026-05-12,completed,COD,1299
ORD007515,CUST03237,2025-04-29,completed,NetBanking,3298
ORD007516,CUST03237,2026-07-08,completed,Card,699
ORD007517,CUST03238,2026-03-22,completed,NetBanking,1799
ORD007518,CUST03239,2025-10-28,completed,UPI,1898
ORD007519,CUST03239,2026-04-29,completed,COD,4698
ORD007520,CUST03239,2025-07-20,completed,NetBanking,6498
ORD007521,CUST03239,2025-07-11,completed,COD,499
ORD007522,CUST03239,2026-05-25,completed,NetBanking,3698
ORD007523,CUST03240,2026-02-27,cancelled,COD,4298
ORD007524,CUST03241,2025-07-06,completed,COD,2999
ORD007525,CUST03241,2026-06-22,returned,COD,3198
ORD007526,CUST03241,2025-12-26,cancelled,NetBanking,2499
ORD007527,CUST03242,2026-04-18,completed,NetBanking,3698
ORD007528,CUST03242,2026-07-18,completed,UPI,3997
ORD007529,CUST03243,2026-05-30,completed,UPI,2499
ORD007530,CUST03243,2025-08-25,completed,COD,1499
ORD007531,CUST03244,2025-07-01,completed,Card,1799
ORD007532,CUST03245,2026-07-18,completed,NetBanking,3798
ORD007533,CUST03246,2025-11-03,completed,Card,7197
ORD007534,CUST03246,2025-04-18,completed,Card,1499
ORD007535,CUST03247,2026-06-28,cancelled,NetBanking,5298
ORD007536,CUST03247,2025-09-04,cancelled,UPI,4498
ORD007537,CUST03248,2025-06-18,completed,Card,2499
ORD007538,CUST03248,2025-09-24,completed,COD,3798
ORD007539,CUST03249,2025-11-09,completed,NetBanking,1998
ORD007540,CUST03249,2026-03-09,completed,COD,5697
ORD007541,CUST03249,2025-11-04,completed,COD,3198
ORD007542,CUST03249,2025-11-23,completed,COD,699
ORD007543,CUST03249,2026-02-22,completed,COD,1898
ORD007544,CUST03251,2026-03-06,completed,Card,3999
ORD007545,CUST03251,2026-07-10,completed,COD,3999
ORD007546,CUST03251,2025-05-01,completed,COD,5297
ORD007547,CUST03251,2025-04-07,completed,UPI,5498
